"","group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt","stay","reward_oneback","reward_twoback","reward_threeback","reoffer_chosen_oneback","stay_key","delta_exp_value","acc","offer1","offer2","choice","selected_offer","offer_left_image","cum_reward_ch1","cum_reward_ch2","cum_reward_ch3","cum_reward_ch4","cum_visit_ch1","cum_visit_ch2","cum_visit_ch3","cum_visit_ch4","mean_reward_ch1","mean_reward_ch2","mean_reward_ch3","mean_reward_ch4","cum_reward_chosen","cum_reward_unchosen","cum_visit_chosen","cum_visit_unchosen","mean_reward_chosen","mean_reward_unchosen","subj_acc","abort","first_trial_in_block"
"14","ADHD","start_with_long_delay"," test",1,"long",15,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"rewarded",7,11,1,6,0.5,1,"0DKx3BNQ",0.889571400126442,1,"unrewarded","rewarded","unrewarded",TRUE,0,0.1,1,3,2,3,0,3,0,0,6,1,3,2,8,1,0,0,0.75,1,6,0,8,2,0.75,0,1,FALSE,0
"15","ADHD","start_with_long_delay"," test",1,"long",16,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",7,11,1,6,0.5,1,"0DKx3BNQ",0.662953400053084,1,"rewarded","unrewarded","rewarded",TRUE,1,0.1,1,3,2,3,0,3,0,0,6,1,3,2,9,1,0,0,0.666666666666667,1,6,0,9,2,0.666666666666667,0,1,FALSE,0
"16","ADHD","start_with_long_delay"," test",1,"long",17,2,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,"unrewarded",7,11,1,6,0.5,1,"0DKx3BNQ",1.79910729988478,0,"unrewarded","rewarded","unrewarded",TRUE,0,0.1,0,3,2,2,1,3,0,0,6,1,3,3,9,1,0,0,0.666666666666667,1,0,6,3,9,0,0.666666666666667,0,FALSE,0
"17","ADHD","start_with_long_delay"," test",1,"long",18,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"unrewarded",7,11,1,6,0.5,1,"0DKx3BNQ",1.20441439980641,0,"unrewarded","unrewarded","rewarded",FALSE,0,0.3,1,4,1,4,0,4,0,0,6,1,3,3,9,2,0,0,0.666666666666667,0.5,1,0,2,3,0.5,0,1,FALSE,0
"18","ADHD","start_with_long_delay"," test",1,"long",19,3,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",8,12,1,6,0.5,1,"0DKx3BNQ",1.21572580002248,0,"unrewarded","unrewarded","unrewarded",FALSE,0,0.1,1,2,3,3,1,2,0,0,7,1,3,3,10,2,0,0,0.7,0.5,7,0,10,3,0.7,0,1,FALSE,0
"19","ADHD","start_with_long_delay"," test",1,"long",20,3,1,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",9,13,1,6,0.5,1,"0DKx3BNQ",0.748560500098392,1,"rewarded","unrewarded","unrewarded",TRUE,0,0.2,1,3,1,3,0,3,0,0,8,1,3,3,11,2,0,0,0.727272727272727,0.5,8,0,11,3,0.727272727272727,0,1,FALSE,0
"20","ADHD","start_with_long_delay"," test",1,"long",21,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"unrewarded",9,13,1,6,0.5,1,"0DKx3BNQ",0.902401600033045,0,"rewarded","rewarded","unrewarded",FALSE,1,0.3,1,4,1,4,0,4,0,0,8,1,3,3,11,3,0,0,0.727272727272727,0.333333333333333,1,0,3,3,0.333333333333333,0,1,FALSE,0
"21","ADHD","start_with_long_delay"," test",1,"long",22,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",10,14,1,6,0.5,1,"0DKx3BNQ",0.564157899934798,1,"unrewarded","rewarded","rewarded",TRUE,1,0.3,1,4,1,4,0,4,0,0,8,2,3,3,11,4,0,0,0.727272727272727,0.5,2,0,4,3,0.5,0,1,FALSE,0
"22","ADHD","start_with_long_delay"," test",1,"long",23,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",10,14,1,6,0.5,1,"0DKx3BNQ",0.584349000127986,0,"rewarded","unrewarded","rewarded",FALSE,1,0.1,1,3,2,3,0,3,0,0,8,2,3,3,12,4,0,0,0.666666666666667,0.5,8,0,12,3,0.666666666666667,0,1,FALSE,0
"23","ADHD","start_with_long_delay"," test",1,"long",24,3,1,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",11,15,1,6,0.5,1,"0DKx3BNQ",0.629672199953347,1,"unrewarded","rewarded","unrewarded",TRUE,1,0.2,1,3,1,3,0,3,0,0,9,2,3,3,13,4,0,0,0.692307692307692,0.5,9,0,13,3,0.692307692307692,0,1,FALSE,0
"24","ADHD","start_with_long_delay"," test",1,"long",25,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",11,15,1,6,0.5,1,"0DKx3BNQ",0.352905200095847,1,"rewarded","unrewarded","rewarded",TRUE,1,0.1,1,3,2,3,0,3,0,0,9,2,3,3,14,4,0,0,0.642857142857143,0.5,9,0,14,3,0.642857142857143,0,1,FALSE,0
"25","ADHD","start_with_long_delay"," test",2,"short",1,1,3,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,"unrewarded",0,15,1,6,0.5,1,"0DKx3BNQ",0.610401699785143,0,"unrewarded","rewarded","unrewarded",TRUE,1,0.2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,FALSE,1
"26","ADHD","start_with_long_delay"," test",2,"short",2,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"rewarded",1,16,1,6,0.5,1,"0DKx3BNQ",0.770897200098261,0,"unrewarded","unrewarded","rewarded",FALSE,1,0.1,1,3,2,3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,FALSE,0
"27","ADHD","start_with_long_delay"," test",2,"short",3,3,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",2,17,1,6,0.5,1,"0DKx3BNQ",0.85696900007315,1,"rewarded","unrewarded","unrewarded",TRUE,0,0.1,1,2,3,3,1,2,0,0,2,0,0,0,2,0,0,0,1,0,2,0,2,0,1,0,1,FALSE,0
"28","ADHD","start_with_long_delay"," test",2,"short",4,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"unrewarded",2,17,1,6,0.5,1,"0DKx3BNQ",1.13569499994628,0,"rewarded","rewarded","unrewarded",FALSE,0,0.3,1,4,1,4,0,4,0,0,2,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,NA,FALSE,0
"29","ADHD","start_with_long_delay"," test",2,"short",5,3,4,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,"unrewarded",2,17,1,6,0.5,1,"0DKx3BNQ",0.898848399985582,0,"unrewarded","rewarded","rewarded",TRUE,1,0.1,0,3,4,3,0,3,0,0,2,0,0,0,3,1,0,0,0.666666666666667,0,2,0,3,1,0.666666666666667,0,1,FALSE,0
"30","ADHD","start_with_long_delay"," test",2,"short",6,4,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,"unrewarded",2,17,1,6,0.5,1,"0DKx3BNQ",1.152155400021,0,"unrewarded","unrewarded","rewarded",FALSE,0,0.2,1,2,4,4,1,2,0,0,2,0,0,0,3,2,0,0,0.666666666666667,0,0,0,2,0,0,0,NA,FALSE,0
"31","ADHD","start_with_long_delay"," test",2,"short",7,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",3,18,1,6,0.5,1,"0DKx3BNQ",1.30244640004821,1,"unrewarded","unrewarded","unrewarded",TRUE,0,0.3,1,4,1,4,0,4,0,0,2,1,0,0,3,3,0,0,0.666666666666667,0.333333333333333,1,0,3,0,0.333333333333333,0,1,FALSE,0
"32","ADHD","start_with_long_delay"," test",2,"short",8,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",4,19,1,6,0.5,1,"0DKx3BNQ",0.6506658999715,1,"rewarded","unrewarded","unrewarded",TRUE,1,0.3,1,4,1,4,0,4,0,0,2,2,0,0,3,4,0,0,0.666666666666667,0.5,2,0,4,0,0.5,0,1,FALSE,0
"33","ADHD","start_with_long_delay"," test",2,"short",9,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"rewarded",5,20,1,6,0.5,1,"0DKx3BNQ",0.698238100158051,0,"rewarded","rewarded","unrewarded",FALSE,1,0.1,1,3,2,3,0,3,0,0,3,2,0,0,4,4,0,0,0.75,0.5,3,0,4,0,0.75,0,1,FALSE,0
"34","ADHD","start_with_long_delay"," test",2,"short",10,2,4,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,"unrewarded",5,20,1,6,0.5,1,"0DKx3BNQ",0.912811300018802,0,"rewarded","rewarded","rewarded",FALSE,1,0.2,0,2,4,2,0,2,0,0,3,2,0,1,4,4,0,0,0.75,0.5,0,2,1,4,0,0.5,0,FALSE,0
"35","ADHD","start_with_long_delay"," test",2,"short",11,2,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,"unrewarded",5,20,1,6,0.5,1,"0DKx3BNQ",0.642276200000197,1,"unrewarded","rewarded","rewarded",TRUE,0,0.2,0,4,2,2,1,4,0,0,3,2,0,2,4,4,0,0,0.75,0.5,0,2,2,4,0,0.5,0,FALSE,0
"36","ADHD","start_with_long_delay"," test",2,"short",12,3,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,"rewarded",6,21,1,6,0.5,1,"0DKx3BNQ",0.698239100165665,0,"unrewarded","unrewarded","rewarded",FALSE,1,0.1,0,4,3,3,1,4,0,0,4,2,0,2,5,4,0,0,0.8,0.5,4,2,5,4,0.8,0.5,1,FALSE,0
"37","ADHD","start_with_long_delay"," test",2,"short",13,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,21,1,6,0.5,1,"0DKx3BNQ",0.709382999921218,1,"rewarded","unrewarded","unrewarded",TRUE,0,0.1,1,3,2,3,0,3,0,0,4,2,0,2,6,4,0,0,0.666666666666667,0.5,4,0,6,2,0.666666666666667,0,1,FALSE,0
"38","ADHD","start_with_long_delay"," test",2,"short",14,3,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,"unrewarded",6,21,1,6,0.5,1,"0DKx3BNQ",0.558165199821815,1,"unrewarded","rewarded","unrewarded",TRUE,0,0.1,1,2,3,3,1,2,0,0,4,2,0,2,7,4,0,0,0.571428571428571,0.5,4,0,7,2,0.571428571428571,0,1,FALSE,0
"39","ADHD","start_with_long_delay"," test",2,"short",15,1,2,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,21,1,6,0.5,1,"0DKx3BNQ",2.18882800010033,0,"unrewarded","unrewarded","rewarded",FALSE,0,0.1,0,1,2,1,0,1,0,0,4,2,1,2,7,4,0,0,0.571428571428571,0.5,0,0,1,2,0,0,NA,FALSE,0
"40","ADHD","start_with_long_delay"," test",2,"short",16,2,4,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,"rewarded",7,22,1,6,0.5,1,"0DKx3BNQ",1.19424490001984,0,"unrewarded","unrewarded","unrewarded",FALSE,1,0.2,0,2,4,2,0,2,0,1,4,2,1,3,7,4,0,0.333333333333333,0.571428571428571,0.5,1,2,3,4,0.333333333333333,0.5,0,FALSE,0
"41","ADHD","start_with_long_delay"," test",2,"short",17,4,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,"unrewarded",7,22,1,6,0.5,1,"0DKx3BNQ",0.611239099875093,0,"rewarded","unrewarded","unrewarded",FALSE,0,0.3,1,1,4,4,1,1,0,1,4,2,1,3,7,5,0,0.333333333333333,0.571428571428571,0.4,2,0,5,1,0.4,0,1,FALSE,0
"42","ADHD","start_with_long_delay"," test",2,"short",18,4,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,"unrewarded",7,22,1,6,0.5,1,"0DKx3BNQ",0.839940200094134,1,"unrewarded","rewarded","unrewarded",TRUE,1,0.3,1,1,4,4,1,1,0,1,4,2,1,3,7,6,0,0.333333333333333,0.571428571428571,0.333333333333333,2,0,6,1,0.333333333333333,0,1,FALSE,0
"43","ADHD","start_with_long_delay"," test",2,"short",19,2,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,"rewarded",8,23,1,6,0.5,1,"0DKx3BNQ",0.733084399951622,0,"unrewarded","unrewarded","rewarded",FALSE,1,0.1,1,1,2,2,1,1,0,2,4,2,1,4,7,6,0,0.5,0.571428571428571,0.333333333333333,2,0,4,1,0.5,0,1,FALSE,0
"44","ADHD","start_with_long_delay"," test",2,"short",20,3,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,"rewarded",9,24,1,6,0.5,1,"0DKx3BNQ",0.535506499931216,0,"rewarded","unrewarded","unrewarded",FALSE,1,0.1,0,4,3,3,1,4,0,2,5,2,1,4,8,6,0,0.5,0.625,0.333333333333333,5,2,8,6,0.625,0.333333333333333,1,FALSE,0
"45","ADHD","start_with_long_delay"," test",2,"short",21,3,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,"rewarded",10,25,1,6,0.5,1,"0DKx3BNQ",0.359421300003305,1,"rewarded","rewarded","unrewarded",TRUE,1,0.1,0,4,3,3,1,4,0,2,6,2,1,4,9,6,0,0.5,0.666666666666667,0.333333333333333,6,2,9,6,0.666666666666667,0.333333333333333,1,FALSE,0
"46","ADHD","start_with_long_delay"," test",2,"short",22,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"unrewarded",10,25,1,6,0.5,1,"0DKx3BNQ",1.00854839989915,0,"rewarded","rewarded","rewarded",FALSE,0,0.3,1,4,1,4,0,4,0,2,6,2,1,4,9,7,0,0.5,0.666666666666667,0.285714285714286,2,0,7,1,0.285714285714286,0,1,FALSE,0
"47","ADHD","start_with_long_delay"," test",2,"short",23,4,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",11,26,1,6,0.5,1,"0DKx3BNQ",0.938609399832785,1,"unrewarded","rewarded","rewarded",TRUE,0,0.2,1,2,4,4,1,2,0,2,6,3,1,4,9,8,0,0.5,0.666666666666667,0.375,3,2,8,4,0.375,0.5,0,FALSE,0
"48","ADHD","start_with_long_delay"," test",2,"short",24,4,1,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,"rewarded",12,27,1,6,0.5,1,"0DKx3BNQ",1.36529109999537,1,"rewarded","unrewarded","rewarded",TRUE,0,0.3,1,4,1,4,0,4,0,2,6,4,1,4,9,9,0,0.5,0.666666666666667,0.444444444444444,4,0,9,1,0.444444444444444,0,1,FALSE,0
"49","ADHD","start_with_long_delay"," test",2,"short",25,2,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,"rewarded",13,28,1,6,0.5,1,"0DKx3BNQ",0.85612399992533,0,"rewarded","rewarded","unrewarded",FALSE,0,0.1,1,1,2,2,1,1,0,3,6,4,1,5,9,9,0,0.6,0.666666666666667,0.444444444444444,3,0,5,1,0.6,0,1,FALSE,0
"50","ADHD","start_with_long_delay"," test",3,"long",1,3,4,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,"rewarded",1,29,1,6,0.5,1,"0DKx3BNQ",0.565893900115043,0,"rewarded","rewarded","rewarded",FALSE,0,0.1,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,FALSE,1
"51","ADHD","start_with_long_delay"," test",3,"long",2,1,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",2,30,1,6,0.5,1,"0DKx3BNQ",0.664494200143963,0,"rewarded","rewarded","rewarded",FALSE,0,0.1,0,2,1,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,FALSE,0
"52","ADHD","start_with_long_delay"," test",3,"long",3,1,2,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",2,30,1,6,0.5,1,"0DKx3BNQ",0.311492299893871,1,"rewarded","rewarded","rewarded",TRUE,0,0.1,0,1,2,1,0,1,1,0,0,0,2,0,0,0,0.5,0,0,0,1,0,2,0,0.5,0,1,FALSE,0
"53","ADHD","start_with_long_delay"," test",3,"long",4,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",2,30,1,6,0.5,1,"0DKx3BNQ",0.899455599952489,0,"unrewarded","rewarded","rewarded",FALSE,1,0.1,1,3,2,3,0,3,1,0,0,0,2,0,1,0,0.5,0,0,0,0,0,1,0,0,0,NA,FALSE,0
"54","ADHD","start_with_long_delay"," test",3,"long",5,4,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,"rewarded",3,31,1,6,0.5,1,"0DKx3BNQ",0.823353300103918,0,"unrewarded","unrewarded","rewarded",FALSE,0,0.3,1,1,4,4,1,1,1,0,0,1,2,0,1,1,0.5,0,0,1,1,1,1,2,1,0.5,1,FALSE,0
"55","ADHD","start_with_long_delay"," test",3,"long",6,4,3,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,"unrewarded",3,31,1,6,0.5,1,"0DKx3BNQ",0.763864899985492,1,"rewarded","unrewarded","unrewarded",TRUE,0,0.1,1,4,3,4,0,4,1,0,0,1,2,0,1,2,0.5,0,0,0.5,1,0,2,1,0.5,0,1,FALSE,0
"56","ADHD","start_with_long_delay"," test",3,"long",7,4,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",4,32,1,6,0.5,1,"0DKx3BNQ",0.638510099845007,1,"unrewarded","rewarded","unrewarded",TRUE,0,0.2,1,2,4,4,1,2,1,0,0,2,2,0,1,3,0.5,0,0,0.666666666666667,2,0,3,0,0.666666666666667,0,1,FALSE,0
"57","ADHD","start_with_long_delay"," test",3,"long",8,3,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,"rewarded",5,33,1,6,0.5,1,"0DKx3BNQ",0.464539099950343,0,"rewarded","unrewarded","rewarded",FALSE,1,0.1,1,2,3,3,1,2,1,0,1,2,2,0,2,3,0.5,0,0.5,0.666666666666667,1,0,2,0,0.5,0,1,FALSE,0
"58","ADHD","start_with_long_delay"," test",3,"long",9,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"rewarded",6,34,1,6,0.5,1,"0DKx3BNQ",0.382519300095737,1,"rewarded","rewarded","unrewarded",TRUE,0,0.1,1,3,2,3,0,3,1,0,2,2,2,0,3,3,0.5,0,0.666666666666667,0.666666666666667,2,0,3,0,0.666666666666667,0,1,FALSE,0
"59","ADHD","start_with_long_delay"," test",3,"long",10,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,34,1,6,0.5,1,"0DKx3BNQ",0.379821500042453,1,"rewarded","rewarded","rewarded",TRUE,1,0.1,1,3,2,3,0,3,1,0,2,2,2,0,4,3,0.5,0,0.5,0.666666666666667,2,0,4,0,0.5,0,1,FALSE,0
"60","ADHD","start_with_long_delay"," test",3,"long",11,1,2,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,34,1,6,0.5,1,"0DKx3BNQ",0.7616709000431,0,"unrewarded","rewarded","rewarded",FALSE,1,0.1,0,1,2,1,0,1,1,0,2,2,3,0,4,3,0.333333333333333,0,0.5,0.666666666666667,1,0,3,0,0.333333333333333,0,1,FALSE,0
"61","ADHD","start_with_long_delay"," test",3,"long",12,3,2,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,34,1,6,0.5,1,"0DKx3BNQ",0.397485399851575,0,"unrewarded","unrewarded","rewarded",FALSE,1,0.1,1,3,2,3,0,3,1,0,2,2,3,0,5,3,0.333333333333333,0,0.4,0.666666666666667,2,0,5,0,0.4,0,1,FALSE,0
"62","ADHD","start_with_long_delay"," test",3,"long",13,1,4,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,34,1,6,0.5,1,"0DKx3BNQ",1.10454700002447,0,"unrewarded","unrewarded","unrewarded",FALSE,1,0.3,0,1,4,1,0,1,1,0,2,2,4,0,5,3,0.25,0,0.4,0.666666666666667,1,2,4,3,0.25,0.666666666666667,0,FALSE,0
"63","ADHD","start_with_long_delay"," test",3,"long",14,2,1,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,"unrewarded",6,34,1,6,0.5,1,"0DKx3BNQ",1.44587579998188,0,"unrewarded","unrewarded","unrewarded",TRUE,1,0.1,1,2,1,2,0,2,1,0,2,2,4,1,5,3,0.25,0,0.4,0.666666666666667,0,1,1,4,0,0.25,0,FALSE,0
"64","ADHD","start_with_long_delay"," test",3,"long",15,3,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,"rewarded",7,35,1,6,0.5,1,"0DKx3BNQ",0.684265600051731,0,"unrewarded","unrewarded","unrewarded",FALSE,0,0.1,0,4,3,3,1,4,1,0,3,2,4,1,6,3,0.25,0,0.5,0.666666666666667,3,2,6,3,0.5,0.666666666666667,0,FALSE,0
"65","ADHD","start_with_long_delay"," test",3,"long",16,3,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,"unrewarded",7,35,1,6,0.5,1,"0DKx3BNQ",0.493815099820495,1,"rewarded","unrewarded","unrewarded",TRUE,1,0.1,0,4,3,3,1,4,1,0,3,2,4,1,7,3,0.25,0,0.428571428571429,0.666666666666667,3,2,7,3,0.428571428571429,0.666666666666667,0,FALSE,0
"66","ADHD","start_with_long_delay"," test",3,"long",17,3,4,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,"unrewarded",7,35,1,6,0.5,1,"0DKx3BNQ",0.367770900018513,1,"unrewarded","rewarded","unrewarded",TRUE,0,0.1,0,3,4,3,0,3,1,0,3,2,4,1,8,3,0.25,0,0.375,0.666666666666667,3,2,8,3,0.375,0.666666666666667,0,FALSE,0
